Recency,Frequency,Revenue,Revenue_per_Transaction,m6_Revenue,CustomerID,LTVCluster
7,2,407.2,203.6,511.0,13549.0,0
125,1,91.80000000000001,91.80000000000001,0.0,13551.0,0
11,5,1861.29,372.258,1878.78,13552.0,1
7,2,1590.05,795.025,2559.23,13555.0,1
86,1,240.68,240.68,343.38,13557.0,0
21,1,141.85999999999999,141.85999999999999,0.0,13561.0,0
51,1,603.27,603.27,1196.06,13562.0,0
160,2,1198.38,599.19,550.64,13564.0,0
140,1,110.17999999999999,110.17999999999999,130.04,13565.0,0
173,1,118.32,118.32,255.43,13569.0,0
49,1,239.49,239.49,0.0,13570.0,0
32,2,272.01,136.005,1596.52,13571.0,1
11,1,1384.25,1384.25,0.0,13572.0,0
59,1,31.770000000000003,31.770000000000003,262.63,13573.0,0
25,7,2746.4,392.34285714285716,3643.46,13576.0,1
47,1,356.75,356.75,1330.85,13577.0,0
175,1,164.70000000000002,164.70000000000002,302.34,13579.0,0
115,1,118.0,118.0,0.0,13581.0,0
112,1,142.4,142.4,0.0,13584.0,0
61,1,113.30000000000001,113.30000000000001,2365.65,13588.0,1
5,3,912.03,304.01,756.75,13590.0,0
10,2,776.23,388.115,340.9,13591.0,0
11,3,205.51,68.50333333333333,42.45,13592.0,0
69,3,1022.95,340.98333333333335,1014.13,13593.0,0
4,7,2005.66,286.52285714285716,2601.85,13599.0,1
118,1,219.52,219.52,0.0,13600.0,0
17,1,373.2,373.2,320.12,13601.0,0
49,2,250.42,125.21,30.119999999999997,13606.0,0
49,2,349.72,174.86,663.92,13610.0,0
165,1,303.15000000000003,303.15000000000003,868.65,13611.0,0
136,1,205.75,205.75,1404.71,13614.0,0
125,1,417.69,417.69,0.0,13615.0,0
16,4,551.92,137.98,195.86,13623.0,0
58,1,257.23,257.23,0.0,13626.0,0
10,2,605.92,302.96,1032.55,13627.0,0
16,4,2888.0,722.0,4904.36,13629.0,1
51,2,730.92,365.46,1068.86,13630.0,0
7,4,1330.0,332.5,1740.42,13631.0,1
39,2,613.03,306.515,1508.24,13632.0,1
48,2,625.41,312.705,949.75,13634.0,0
58,3,541.45,180.48333333333335,407.66999999999996,13636.0,0
32,1,422.6,422.6,387.9,13637.0,0
21,1,354.8,354.8,0.0,13642.0,0
40,1,424.64,424.64,851.26,13647.0,0
62,2,346.6,173.3,0.0,13649.0,0
13,2,745.52,372.76,1090.82,13650.0,0
62,2,638.24,319.12,456.84000000000003,13652.0,0
7,3,1172.84,390.94666666666666,1534.49,13654.0,1
47,1,383.65,383.65,549.32,13655.0,0
143,1,162.70000000000002,162.70000000000002,216.95,13656.0,0
7,1,152.34,152.34,0.0,13657.0,0
10,1,933.3,933.3,1163.47,13658.0,0
11,2,1573.2,786.6,0.0,13659.0,0
18,2,532.94,266.47,364.82,13662.0,0
93,2,64.05,32.025,20.6,13666.0,0
7,11,3758.07,341.6427272727273,1848.21,13668.0,1
107,2,186.39000000000001,93.19500000000001,0.0,13672.0,0
90,1,308.44,308.44,178.38000000000002,13675.0,0
143,2,2391.59,1195.795,692.45,13680.0,0
91,1,67.23,67.23,0.0,13684.0,0
19,2,871.58,435.79,616.74,13692.0,0
19,4,285.48,71.37,2218.65,13695.0,1
46,5,943.66,188.732,1321.46,13700.0,0
124,1,99.5,99.5,0.0,13703.0,0
179,1,318.14,318.14,204.54,13705.0,0
108,1,330.79,330.79,0.0,13706.0,0
73,2,806.41,403.205,0.0,13707.0,0
77,1,296.88,296.88,0.0,13708.0,0
121,1,474.7,474.7,5325.04,13709.0,2
24,2,252.06,126.03,0.0,13711.0,0
52,1,228.84,228.84,0.0,13712.0,0
87,5,1079.34,215.868,0.0,13715.0,0
75,1,138.28,138.28,0.0,13716.0,0
46,2,570.59,285.295,874.42,13717.0,0
52,2,306.55,153.275,0.0,13718.0,0
11,2,338.74,169.37,702.94,13719.0,0
44,2,432.1,216.05,367.8,13720.0,0
88,1,1463.47,1463.47,911.94,13722.0,0
23,1,199.85000000000002,199.85000000000002,0.0,13723.0,0
31,6,1751.6,291.93333333333334,228.96,13725.0,0
4,3,493.93,164.64333333333335,522.21,13728.0,0
25,2,610.59,305.295,0.0,13731.0,0
40,1,935.15,935.15,1950.09,13735.0,1
66,1,357.53,357.53,0.0,13736.0,0
6,1,339.59999999999997,339.59999999999997,0.0,13737.0,0
46,1,350.75,350.75,0.0,13740.0,0
23,1,162.96,162.96,505.47,13741.0,0
19,5,1642.48,328.496,1488.54,13742.0,1
23,2,353.15999999999997,176.57999999999998,712.68,13743.0,0
98,1,893.16,893.16,263.2,13744.0,0
179,1,79.6,79.6,0.0,13747.0,0
38,3,580.85,193.61666666666667,367.4,13748.0,0
102,2,688.8000000000001,344.40000000000003,958.46,13750.0,0
94,1,296.25,296.25,0.0,13751.0,0
14,3,724.67,241.55666666666664,461.61,13752.0,0
93,1,741.26,741.26,0.0,13753.0,0
123,1,156.0,156.0,126.6,13754.0,0
11,4,1403.6100000000001,350.90250000000003,2939.51,13756.0,1
7,5,2351.52,470.304,326.22,13758.0,0
62,1,135.09,135.09,151.70000000000002,13760.0,0
24,1,306.72,306.72,0.0,13762.0,0
143,1,499.89,499.89,1021.87,13764.0,0
9,22,7241.29,329.14954545454543,9093.09,13767.0,2
13,5,1448.01,289.602,1030.58,13769.0,0
5,2,1464.8500000000001,732.4250000000001,1169.6,13771.0,0
45,1,228.42,228.42,903.71,13772.0,0
13,19,9916.65,521.9289473684211,13543.76,13777.0,2
56,1,127.84,127.84,0.0,13781.0,0
40,2,361.3,180.65,380.64,13782.0,0
24,5,772.47,154.494,1652.16,13784.0,1
173,1,230.39999999999998,230.39999999999998,0.0,13786.0,0
170,1,106.4,106.4,202.64000000000001,13787.0,0
93,1,74.60000000000001,74.60000000000001,120.95,13792.0,0
2,32,22292.52,696.64125,12675.77,13798.0,2
100,1,341.7,341.7,347.15999999999997,13799.0,0
115,1,558.32,558.32,0.0,13800.0,0
60,2,3131.06,1565.53,1468.3600000000001,13802.0,1
61,1,277.07,277.07,0.0,13803.0,0
95,1,723.63,723.63,1912.16,13804.0,1
173,1,112.6,112.6,0.0,13807.0,0
111,1,155.05,155.05,0.0,13809.0,0
41,2,481.5,240.75,333.0,13811.0,0
124,1,1012.01,1012.01,3015.35,13815.0,1
157,1,128.7,128.7,254.28,13817.0,0
107,3,1140.35,380.1166666666666,0.0,13819.0,0
67,1,270.15,270.15,115.49,13821.0,0
9,3,1232.98,410.99333333333334,465.96,13824.0,0
6,3,1097.99,365.99666666666667,1105.0,13831.0,0
21,1,328.45,328.45,506.12,13835.0,0
17,2,271.24,135.62,0.0,13837.0,0
175,1,238.11,238.11,241.48,13838.0,0
58,1,85.0,85.0,0.0,13841.0,0
5,6,1828.47,304.745,1557.15,13842.0,1
48,2,663.9300000000001,331.96500000000003,201.13,13846.0,0
103,2,935.0,467.5,320.0,13848.0,0
94,1,246.32,246.32,2405.14,13851.0,1
2,16,5159.54,322.47125,2647.7,13854.0,1
9,1,94.39999999999999,94.39999999999999,294.1,13856.0,0
132,1,201.16,201.16,0.0,13859.0,0
38,3,852.3100000000001,284.10333333333335,1357.05,13862.0,0
53,1,305.78,305.78,0.0,13863.0,0
95,1,123.30000000000001,123.30000000000001,378.26,13865.0,0
24,1,138.85,138.85,876.44,13867.0,0
68,3,1584.96,528.32,1519.99,13869.0,1
93,1,544.03,544.03,2074.16,13870.0,1
12,5,2395.73,479.146,4007.52,13871.0,1
24,2,230.4,115.2,159.20000000000002,13873.0,0
164,1,540.45,540.45,0.0,13874.0,0
63,2,683.6800000000001,341.84000000000003,1103.11,13875.0,0
23,5,1026.6299999999999,205.32599999999996,2193.14,13880.0,1
19,4,3569.46,892.365,12190.539999999999,13881.0,2
24,4,1742.78,435.695,0.0,13883.0,0
83,3,196.25,65.41666666666667,344.25,13884.0,0
6,1,399.15,399.15,107.65,13885.0,0
10,1,349.55,349.55,0.0,13887.0,0
24,1,239.52,239.52,366.11,13888.0,0
164,1,190.35,190.35,1177.26,13890.0,0
52,1,54.519999999999996,54.519999999999996,578.4499999999999,13892.0,0
103,1,821.1,821.1,0.0,13893.0,0
116,1,160.85,160.85,403.77000000000004,13894.0,0
131,1,155.93,155.93,0.0,13898.0,0
80,1,298.5,298.5,90.02,13899.0,0
68,1,357.58000000000004,357.58000000000004,383.37,13900.0,0
62,2,648.3,324.15,2218.9,13901.0,1
100,1,201.12,201.12,131.52,13904.0,0
20,2,831.11,415.555,1538.44,13908.0,1
3,6,1703.91,283.985,877.0,13911.0,0
59,1,198.2,198.2,1014.64,13918.0,0
157,1,172.25,172.25,0.0,13922.0,0
132,1,412.85,412.85,429.79999999999995,13929.0,0
86,1,378.21000000000004,378.21000000000004,859.32,13931.0,0
100,1,307.4,307.4,0.0,13932.0,0
69,1,922.1,922.1,0.0,13934.0,0
117,1,184.5,184.5,384.05,13939.0,0
103,2,2118.96,1059.48,2994.0,13941.0,1
7,2,485.96999999999997,242.98499999999999,75.6,13946.0,0
166,1,102.0,102.0,0.0,13948.0,0
52,1,179.30999999999997,179.30999999999997,285.29,13950.0,0
42,2,516.05,258.025,158.4,13951.0,0
23,2,3251.071,1625.5355,0.0,13952.0,0
16,3,1750.0,583.3333333333334,1354.3600000000001,13953.0,0
111,1,205.1,205.1,117.86,13955.0,0
49,2,293.67,146.835,576.25,13956.0,0
87,2,337.44,168.72,260.76,13959.0,0
51,1,117.6,117.6,51.95,13962.0,0
114,4,664.54,166.135,0.0,13963.0,0
24,6,1507.08,251.17999999999998,6404.96,13969.0,2
20,3,974.52,324.84,1783.74,13971.0,1
7,1,145.9,145.9,44.349999999999994,13972.0,0
93,1,264.7,264.7,0.0,13973.0,0
21,2,961.61,480.805,1564.67,13975.0,1
12,1,357.98,357.98,0.0,13976.0,0
132,2,903.8,451.9,968.01,13982.0,0
38,6,1545.37,257.56166666666667,1058.06,13983.0,0
55,3,717.23,239.07666666666668,203.28,13984.0,0
21,2,640.8,320.4,6271.77,13985.0,2
6,2,1356.08,678.04,2791.88,13988.0,1
45,1,896.6700000000001,896.6700000000001,369.40999999999997,13989.0,0
19,1,311.3,311.3,0.0,13990.0,0
11,4,1492.82,373.205,1973.54,13993.0,1
52,1,310.45,310.45,1083.24,13995.0,0
20,4,1246.82,311.705,2259.02,13999.0,1
17,1,635.66,635.66,0.0,14000.0,0
38,2,1309.14,654.57,733.94,14001.0,0
94,1,900.02,900.02,3682.62,14004.0,1
21,1,187.16,187.16,790.52,14005.0,0
47,2,662.09,331.045,300.1,14006.0,0
4,2,695.61,347.805,0.0,14009.0,0
83,1,328.8,328.8,0.0,14012.0,0
81,1,118.5,118.5,354.52,14013.0,0
13,3,3364.63,1121.5433333333333,976.58,14016.0,0
17,2,501.7,250.85,130.2,14021.0,0
31,1,440.0,440.0,0.0,14022.0,0
56,1,273.14,273.14,0.0,14023.0,0
49,5,1435.02,287.004,925.07,14030.0,0
2,11,7904.56,718.5963636363637,8875.18,14031.0,2
12,5,1535.57,307.114,1256.9,14032.0,0
73,2,700.58,350.29,727.44,14035.0,0
90,1,626.65,626.65,0.0,14036.0,0
170,1,111.8,111.8,35.400000000000006,14037.0,0
13,1,716.32,716.32,844.0600000000001,14038.0,0
21,5,1449.38,289.87600000000003,2165.54,14040.0,1
72,1,141.41,141.41,0.0,14041.0,0
115,1,173.74,173.74,479.08,14044.0,0
143,3,1251.75,417.25,408.0,14045.0,0
90,1,154.99,154.99,0.0,14046.0,0
5,3,635.92,211.97333333333333,321.54,14047.0,0
111,1,409.93,409.93,0.0,14048.0,0
6,2,3058.46,1529.23,2623.26,14049.0,1
19,11,5833.4800000000005,530.3163636363637,7813.71,14051.0,2
3,10,3301.98,330.198,4487.65,14056.0,1
5,8,2676.5299999999997,334.56624999999997,3541.43,14057.0,1
72,1,183.6,183.6,0.0,14059.0,0
11,10,2957.1,295.71,2885.84,14060.0,1
45,6,4834.63,805.7716666666666,4390.84,14062.0,1
17,3,842.16,280.71999999999997,511.58,14064.0,0
72,1,152.55,152.55,0.0,14066.0,0
126,1,265.85,265.85,0.0,14068.0,0
66,2,356.81,178.405,927.43,14071.0,0
67,1,307.92,307.92,317.56,14075.0,0
31,2,199.61,99.805,299.81,14077.0,0
19,4,583.98,145.995,465.39,14078.0,0
108,2,934.52,467.26,0.0,14081.0,0
170,1,182.25,182.25,0.0,14082.0,0
5,5,489.47,97.894,59.45,14083.0,0
4,10,2812.41,281.241,726.32,14085.0,0
130,1,76.32000000000001,76.32000000000001,0.0,14090.0,0
2,6,1797.47,299.5783333333333,1924.98,14092.0,1
24,5,1321.46,264.29200000000003,1782.71,14099.0,1
3,4,4159.389999999999,1039.8474999999999,1817.4,14101.0,1
45,1,1266.23,1266.23,0.0,14105.0,0
26,4,1475.08,368.77,1228.15,14107.0,0
26,2,1701.52,850.76,3656.19,14110.0,1
47,1,94.2,94.2,598.65,14111.0,0
9,3,1152.5,384.1666666666667,1762.65,14112.0,1
160,1,433.5,433.5,935.02,14113.0,0
79,2,386.53,193.265,0.0,14114.0,0
62,2,452.23,226.115,257.48,14127.0,0
61,1,305.54,305.54,331.96,14128.0,0
66,1,358.90000000000003,358.90000000000003,612.38,14129.0,0
125,1,483.86,483.86,0.0,14130.0,0
121,1,318.0,318.0,287.64,14133.0,0
26,8,2121.26,265.1575,2126.15,14135.0,1
179,1,311.81,311.81,0.0,14142.0,0
23,1,1128.6,1128.6,2613.6,14145.0,1
60,2,1903.73,951.865,1062.11,14146.0,0
91,1,182.8,182.8,300.6,14147.0,0
39,1,157.2,157.2,0.0,14148.0,0
26,1,446.62,446.62,0.0,14149.0,0
165,1,306.18,306.18,352.46000000000004,14150.0,0
40,1,314.51,314.51,306.78000000000003,14152.0,0
45,2,1345.62,672.81,0.0,14154.0,0
72,1,118.75,118.75,0.0,14155.0,0
91,1,277.17,277.17,155.71,14157.0,0
62,2,652.09,326.045,4040.92,14159.0,1
21,3,1110.52,370.17333333333335,0.0,14161.0,0
98,1,177.68,177.68,111.68,14162.0,0
5,2,749.79,374.895,1696.12,14163.0,1
81,1,122.53999999999999,122.53999999999999,0.0,14165.0,0
69,2,259.0,129.5,315.84,14167.0,0
25,1,114.04,114.04,129.77,14173.0,0
135,1,322.58,322.58,2899.72,14175.0,1
103,4,576.9000000000001,144.22500000000002,0.0,14176.0,0
11,15,3284.47,218.96466666666666,1303.7,14180.0,0
137,1,197.65,197.65,0.0,14185.0,0
20,2,760.9,380.45,1293.46,14188.0,0
6,8,2156.07,269.50875,2196.45,14189.0,1
5,2,429.1,214.55,3459.41,14191.0,1
75,1,422.53999999999996,422.53999999999996,430.85,14193.0,0
2,7,3407.87,486.8385714285714,7457.55,14194.0,2
7,2,1012.0,506.0,0.0,14195.0,0
45,1,183.3,183.3,518.1,14198.0,0
24,1,185.39999999999998,185.39999999999998,0.0,14199.0,0
21,3,364.26,121.42,383.18,14201.0,0
70,1,222.9,222.9,243.8,14205.0,0
45,1,328.15999999999997,328.15999999999997,0.0,14206.0,0
19,3,1083.15,361.05,793.1800000000001,14209.0,0
3,5,1599.65,319.93,306.19,14210.0,0
13,5,909.89,181.978,1331.21,14211.0,0
83,1,638.65,638.65,365.73,14214.0,0
121,3,922.11,307.37,421.8,14215.0,0
13,7,823.89,117.69857142857143,947.01,14217.0,0
53,2,632.4,316.2,0.0,14220.0,0
12,2,863.98,431.99,2568.82,14221.0,1
70,1,304.9,304.9,686.23,14223.0,0
21,2,495.32,247.66,554.8,14224.0,0
16,2,1709.4,854.7,522.7900000000001,14226.0,0
2,7,2399.52,342.7885714285714,951.44,14227.0,0
97,2,762.13,381.065,785.0699999999999,14229.0,0
38,2,617.95,308.975,307.76,14231.0,0
70,1,693.1800000000001,693.1800000000001,1354.89,14232.0,0
17,3,959.1,319.7,503.62,14233.0,0
32,2,1264.55,632.275,1880.31,14235.0,1
178,1,189.3,189.3,301.56,14236.0,0
179,1,161.0,161.0,0.0,14237.0,0
132,1,146.85,146.85,0.0,14238.0,0
6,6,1295.04,215.84,1085.81,14239.0,0
31,1,226.85,226.85,663.49,14240.0,0
40,2,280.55,140.275,0.0,14242.0,0
51,5,1513.07,302.614,968.28,14243.0,0
25,2,1693.45,846.725,0.0,14245.0,0
52,1,449.64,449.64,1024.42,14246.0,0
84,1,136.76999999999998,136.76999999999998,0.0,14247.0,0
124,1,302.58,302.58,0.0,14248.0,0
66,2,969.0600000000001,484.53000000000003,0.0,14256.0,0
124,1,620.14,620.14,2479.58,14257.0,1
5,6,7607.82,1267.97,3690.56,14258.0,1
46,1,240.0,240.0,2073.53,14262.0,1
51,1,115.7,115.7,218.27,14264.0,0
66,2,836.36,418.18,679.88,14267.0,0
137,1,492.65000000000003,492.65000000000003,0.0,14270.0,0
31,1,112.32,112.32,0.0,14271.0,0
60,1,132.09,132.09,305.87,14272.0,0
24,2,218.7,109.35,341.27,14273.0,0
95,1,341.2,341.2,778.54,14276.0,0
18,1,1637.43,1637.43,2578.77,14277.0,1
2,1,134.04,134.04,0.0,14280.0,0
9,5,1809.18,361.836,1562.46,14282.0,1
49,1,2050.08,2050.08,2578.67,14286.0,1
4,2,83.28,41.64,0.0,14287.0,0
19,1,426.6,426.6,0.0,14288.0,0
5,3,594.22,198.07333333333335,238.56,14289.0,0
167,1,777.5600000000001,777.5600000000001,1272.56,14290.0,0
16,3,1613.46,537.82,1712.1,14291.0,1
10,2,1125.21,562.605,3333.4,14292.0,1
111,2,508.02000000000004,254.01000000000002,231.39,14293.0,0
80,1,232.6,232.6,1072.73,14297.0,0
124,4,1565.94,391.485,2110.16,14299.0,1
28,1,383.45,383.45,0.0,14304.0,0
25,3,1694.98,564.9933333333333,1300.74,14307.0,0
40,4,935.88,233.97,1026.78,14309.0,0
48,1,310.26,310.26,0.0,14311.0,0
79,3,594.02,198.00666666666666,1017.5699999999999,14312.0,0
72,1,530.4,530.4,1950.73,14315.0,1
12,2,477.79,238.895,0.0,14320.0,0
139,1,326.82,326.82,903.77,14321.0,0
44,1,299.82,299.82,305.24,14323.0,0
48,1,183.85,183.85,0.0,14326.0,0
79,2,2125.6,1062.8,2889.2400000000002,14329.0,1
9,5,1678.23,335.646,873.98,14334.0,0
4,3,1114.39,371.46333333333337,500.52000000000004,14336.0,0
2,1,579.97,579.97,8.25,14338.0,0
48,1,309.52,309.52,0.0,14339.0,0
24,1,134.7,134.7,0.0,14340.0,0
21,4,703.15,175.7875,1479.13,14341.0,1
16,1,309.6,309.6,358.96,14342.0,0
12,6,645.88,107.64666666666666,244.05,14344.0,0
103,1,262.44,262.44,759.14,14346.0,0
66,1,409.57,409.57,0.0,14348.0,0
80,1,282.93,282.93,0.0,14350.0,0
41,2,845.32,422.66,233.64000000000001,14352.0,0
21,1,90.6,90.6,0.0,14353.0,0
171,1,174.4,174.4,0.0,14355.0,0
6,2,1117.2,558.6,2600.15,14364.0,1
18,6,2829.11,471.5183333333334,5798.88,14367.0,2
125,1,155.0,155.0,0.0,14368.0,0
101,1,100.5,100.5,0.0,14371.0,0
164,1,76.55,76.55,0.0,14373.0,0
68,1,314.6,314.6,302.45,14377.0,0
101,1,110.98,110.98,237.12,14379.0,0
102,1,142.4,142.4,0.0,14386.0,0
9,3,1173.19,391.06333333333333,1567.67,14388.0,1
17,3,1036.08,345.35999999999996,2975.6,14390.0,1
24,1,67.95,67.95,0.0,14393.0,0
28,5,1625.94,325.188,1322.78,14395.0,0
177,1,110.35000000000001,110.35000000000001,377.64,14396.0,0
4,2,242.24,121.12,1780.12,14397.0,1
121,2,552.12,276.06,3145.58,14401.0,1
23,2,976.01,488.005,499.79999999999995,14403.0,0
65,3,723.58,241.19333333333336,750.74,14404.0,0
11,2,1002.6800000000001,501.34000000000003,1155.05,14407.0,0
44,2,705.6400000000001,352.82000000000005,1592.67,14408.0,1
124,3,666.1,222.03333333333333,1393.3500000000001,14409.0,0
12,6,778.8,129.79999999999998,326.27,14410.0,0
116,1,1063.0,1063.0,0.0,14411.0,0
168,1,122.7,122.7,0.0,14413.0,0
164,1,217.2,217.2,1279.78,14414.0,0
4,5,2399.25,479.85,2405.08,14415.0,1
58,2,307.56,153.78,533.75,14419.0,0
17,1,455.18,455.18,357.93,14421.0,0
73,1,401.31,401.31,3480.32,14422.0,1
24,1,265.2,265.2,0.0,14423.0,0
82,3,1495.58,498.52666666666664,2986.09,14426.0,1
45,2,330.62,165.31,712.35,14428.0,0
108,1,470.36,470.36,0.0,14431.0,0
171,1,63.0,63.0,0.0,14437.0,0
112,1,131.9,131.9,0.0,14438.0,0
125,1,2661.24,2661.24,0.0,14439.0,0
122,2,1185.71,592.855,554.72,14440.0,0
61,1,356.84000000000003,356.84000000000003,1050.35,14441.0,0
10,2,1589.82,794.91,0.0,14442.0,0
116,2,608.4,304.2,811.8,14443.0,0
52,1,303.04,303.04,539.45,14446.0,0
2,2,601.03,300.515,562.2,14447.0,0
170,1,102.35000000000001,102.35000000000001,0.0,14448.0,0
52,2,401.3,200.65,505.8,14449.0,0
49,2,269.45,134.725,213.8,14450.0,0
0,1,360.0,360.0,302.59,14451.0,0
116,1,113.64,113.64,0.0,14457.0,0
116,1,30.0,30.0,404.34,14460.0,0
67,1,776.23,776.23,1326.83,14461.0,0
19,6,956.2,159.36666666666667,1047.82,14462.0,0
11,1,115.92,115.92,413.7,14463.0,0
52,3,1058.6200000000001,352.8733333333334,0.0,14465.0,0
86,3,1035.65,345.2166666666667,1236.75,14466.0,0
118,1,131.7,131.7,467.06,14467.0,0
93,1,297.64,297.64,0.0,14470.0,0
63,4,1328.18,332.045,608.66,14472.0,0
88,1,85.0,85.0,149.34000000000003,14473.0,0
110,1,306.55,306.55,619.3,14475.0,0
63,1,215.7,215.7,0.0,14476.0,0
103,1,165.0,165.0,1144.6,14477.0,0
59,2,316.25,158.125,0.0,14479.0,0
93,1,302.86,302.86,333.65,14481.0,0
45,1,238.1,238.1,1830.05,14482.0,1
87,1,137.1,137.1,0.0,14483.0,0
174,1,125.10000000000001,125.10000000000001,1071.23,14487.0,0
13,1,463.38,463.38,0.0,14489.0,0
178,1,127.2,127.2,213.73,14491.0,0
117,2,538.8100000000001,269.40500000000003,0.0,14496.0,0
115,1,475.37,475.37,0.0,14497.0,0
167,1,166.22,166.22,1791.1,14498.0,1
84,1,126.02000000000001,126.02000000000001,689.3,14499.0,0
125,1,66.93,66.93,184.28,14501.0,0
40,6,1070.23,178.37166666666667,1400.44,14502.0,0
49,3,542.71,180.90333333333334,130.55,14504.0,0
10,5,3192.76,638.552,2712.88,14505.0,1
89,2,566.86,283.43,1445.31,14506.0,1
21,3,615.31,205.10333333333332,767.87,14507.0,0
38,1,126.32,126.32,148.95999999999998,14512.0,0
12,2,317.35,158.675,138.24,14513.0,0
7,2,403.11,201.555,652.24,14514.0,0
24,1,425.4,425.4,1676.69,14515.0,1
96,1,165.0,165.0,0.0,14520.0,0
4,1,278.63,278.63,695.91,14522.0,0
42,4,777.58,194.395,1090.1,14524.0,0
41,4,1249.87,312.4675,3082.33,14525.0,1
5,26,3353.08,128.96461538461537,4270.66,14527.0,1
68,2,1146.91,573.455,1779.0,14530.0,1
42,4,932.85,233.2125,0.0,14532.0,0
158,1,433.5,433.5,1516.22,14533.0,1
5,8,1717.23,214.65375,2599.0,14534.0,1
54,1,853.97,853.97,2010.22,14535.0,1
65,1,171.8,171.8,0.0,14536.0,0
62,1,106.5,106.5,281.75,14538.0,0
115,1,195.9,195.9,485.63,14540.0,0
20,6,1013.75,168.95833333333334,447.9,14541.0,0
20,8,2221.8,277.725,1408.53,14543.0,0
167,1,1121.92,1121.92,902.53,14544.0,0
7,2,874.88,437.44,1203.22,14546.0,0
123,1,326.4,326.4,326.4,14548.0,0
117,1,289.24,289.24,0.0,14549.0,0
10,1,125.43,125.43,60.8,14551.0,0
24,2,312.32,156.16,546.95,14553.0,0
108,1,197.94,197.94,126.2,14555.0,0
2,9,1232.0,136.88888888888889,964.97,14560.0,0
38,3,916.1,305.3666666666667,3514.16,14562.0,1
11,2,1877.55,938.775,1221.57,14565.0,0
86,2,218.06,109.03,0.0,14570.0,0
60,3,1077.93,359.31,1619.8600000000001,14572.0,1
6,7,1378.9,196.9857142857143,274.52,14573.0,0
178,1,35.400000000000006,35.400000000000006,0.0,14576.0,0
38,2,468.01,234.005,178.63,14577.0,0
11,1,174.51,174.51,613.13,14583.0,0
3,2,474.8,237.4,567.46,14584.0,0
82,1,237.36,237.36,0.0,14586.0,0
19,7,1280.33,182.9042857142857,320.81,14587.0,0
177,1,39.75,39.75,0.0,14589.0,0
19,1,250.22,250.22,1196.92,14591.0,0
4,2,339.59,169.795,278.4,14593.0,0
179,1,255.0,255.0,0.0,14594.0,0
119,1,163.8,163.8,1576.8,14595.0,1
111,1,393.33000000000004,393.33000000000004,0.0,14600.0,0
80,1,660.0,660.0,0.0,14603.0,0
0,48,6781.76,141.28666666666666,4683.89,14606.0,1
168,1,204.0,204.0,1073.6,14608.0,0
102,1,144.0,144.0,457.56,14609.0,0
48,3,406.08000000000004,135.36,0.0,14616.0,0
143,1,211.8,211.8,0.0,14618.0,0
52,1,394.44,394.44,0.0,14619.0,0
11,2,412.78000000000003,206.39000000000001,0.0,14620.0,0
164,1,305.7,305.7,1179.8,14621.0,0
41,1,192.68,192.68,696.57,14623.0,0
2,2,899.63,449.815,0.0,14625.0,0
39,1,586.9,586.9,2204.37,14626.0,1
48,1,331.58000000000004,331.58000000000004,340.38,14628.0,0
41,2,630.08,315.04,376.90000000000003,14631.0,0
68,1,114.56,114.56,0.0,14632.0,0
72,1,344.90000000000003,344.90000000000003,0.0,14633.0,0
74,1,300.19,300.19,309.66,14636.0,0
97,2,1235.13,617.565,1749.36,14639.0,1
33,1,413.45000000000005,413.45000000000005,1711.63,14640.0,1
164,1,357.94,357.94,335.87,14643.0,0
104,1,187.50000000000003,187.50000000000003,643.26,14644.0,0
81,1,240.10000000000002,240.10000000000002,356.99,14645.0,0
7,1,243.22,243.22,0.0,14647.0,0
18,2,584.22,292.11,319.08,14649.0,0
17,1,416.32,416.32,238.28,14651.0,0
144,1,344.81,344.81,895.41,14653.0,0
28,1,810.56,810.56,758.76,14655.0,0
89,1,133.11,133.11,157.94,14656.0,0
88,2,524.4,262.2,323.82,14657.0,0
23,4,1165.13,291.2825,1215.4,14659.0,0
40,3,524.86,174.95333333333335,246.31,14662.0,0
102,3,731.66,243.88666666666666,1104.04,14665.0,0
20,11,3953.81,359.4372727272727,4912.49,14667.0,1
47,3,1269.99,423.33,0.0,14669.0,0
86,2,411.53,205.765,0.0,14670.0,0
40,2,765.55,382.775,0.0,14672.0,0
173,1,373.49,373.49,693.81,14673.0,0
13,3,1148.52,382.84,1399.72,14676.0,0
4,9,14533.880000000001,1614.8755555555556,14220.23,14680.0,2
17,1,393.95,393.95,105.0,14681.0,0
7,1,20.8,20.8,31.200000000000003,14682.0,0
21,2,519.26,259.63,717.02,14684.0,0
4,10,2787.68,278.768,2183.32,14688.0,1
14,1,112.8,112.8,0.0,14689.0,0
18,1,439.6,439.6,1674.73,14691.0,1
41,3,480.3,160.1,111.25,14692.0,0
70,1,172.9,172.9,0.0,14693.0,0
48,3,872.6,290.8666666666667,905.81,14696.0,0
24,2,188.60999999999999,94.30499999999999,0.0,14697.0,0
20,1,109.13000000000001,109.13000000000001,0.0,14699.0,0
44,1,721.55,721.55,1513.75,14700.0,1
53,5,1750.75,350.15,207.53,14701.0,0
87,6,1222.15,203.6916666666667,1740.41,14702.0,1
4,1,179.0,179.0,0.0,14705.0,0
174,1,419.06,419.06,282.12,14708.0,0
21,4,1610.14,402.535,3310.9,14709.0,1
7,5,1443.84,288.768,1185.25,14711.0,0
24,6,1202.03,200.33833333333334,1192.58,14713.0,0
104,2,247.45,123.725,619.9300000000001,14715.0,0
